id,marque_observee,marque_canonique,alias_marque,fabricant,gamme_observee,gamme_canonique,classe_fonctionnelle,reference,nom,quantite,confiance,statut,avertissements,source_photo,source_hashes,couleur_hex,famille_couleur,fini,medium,volume_ml,tags,usages_conseilles,fiche_fabricant,image_fabricant,source_image,credit_image,verifie_le,notes,cle_dedoublonnage
vallejo-xpress-color-fairy-skin,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR,Xpress Color,one_coat_contrast,72.457,Fairy Skin,1,0.99,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#CA8774,Chair rosée,mat transparent contrasté,acrylique à l’eau,18,chair|rose|Xpress Color|une couche,Carnations rosées|Créatures pâles|Tissus rose terre cuite,https://acrylicosvallejo.com/wp-content/uploads/2025/10/Catalogo_2026-R02.pdf,/manufacturer/vallejo-fairy-skin-72457.png,https://www.vallejo-farben.de/media/image/product/65797/md/fairy-skin-18-ml-xpress-color.png,Packshot Acrylicos Vallejo · copie locale · source de distribution : Vallejo-Farben.de,2026-08-30,"Appliquer sur une sous-couche blanche, grise ou claire. Couleur d’interface indicative.",vallejo|xpress-color|ref:72.457
vallejo-xpress-color-khaki-drill,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR,Xpress Color,one_coat_contrast,72.451,Khaki Drill,1,0.98,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#766F48,Kaki,mat transparent contrasté,acrylique à l’eau,18,kaki|uniforme|Xpress Color|une couche,Uniformes|Sangles et paquetages|Toiles et tissus militaires,https://acrylicosvallejo.com/en/category/hobby/xpress-color-en/,/manufacturer/vallejo-khaki-drill-72451.png,https://www.vallejo-farben.de/media/image/product/65791/md/khaki-drill-18-ml-xpress-color.png,Packshot Acrylicos Vallejo · copie locale · source de distribution : Vallejo-Farben.de,2026-08-30,"Appliquer sur une sous-couche blanche, grise ou claire. Couleur d’interface indicative.",vallejo|xpress-color|ref:72.451
vallejo-xpress-color-lizard-green,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR,Xpress Color,one_coat_contrast,72.418,Lizard Green,1,0.99,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#315A3B,Vert sombre,mat transparent contrasté,acrylique à l’eau,18,vert|Xpress Color|une couche|écailles,Écailles|Peaux vert sombre|Feuillages et uniformes,https://acrylicosvallejo.com/en/category/hobby/xpress-color-en/,/manufacturer/vallejo-lizard-green-72418.jpg,https://cld-assets.dick-blick.com/image/upload/d_ComingSoon_b9zgfu.jpg/c_limit%2Cw_1920/f_auto/q_auto/v1/09471-7758-M-4ww?_a=BAVMn6DY0,Packshot Acrylicos Vallejo · copie locale · source de distribution : Blick Art Materials,2026-08-30,"Appliquer sur une sous-couche blanche, grise ou claire. Couleur d’interface indicative.",vallejo|xpress-color|ref:72.418
vallejo-xpress-color-mummy-white,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR,Xpress Color,one_coat_contrast,72.449,Mummy White,1,0.98,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#D8D5C5,Blanc cassé,mat transparent contrasté,acrylique à l’eau,18,blanc cassé|os|Xpress Color|une couche,Tissus blancs ombrés|Os pâle|Bandages et parchemins,https://acrylicosvallejo.com/wp-content/uploads/2025/10/Catalogo_2026-R02.pdf,/manufacturer/vallejo-mummy-white-72449.png,https://www.vallejo-farben.de/media/image/product/65789/md/mummy-white-18-ml-xpress-color.png,Packshot Acrylicos Vallejo · copie locale · source de distribution : Vallejo-Farben.de,2026-08-30,"Appliquer sur une sous-couche blanche, grise ou claire. Couleur d’interface indicative.",vallejo|xpress-color|ref:72.449
vallejo-xpress-color-space-grey,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR,Xpress Color,one_coat_contrast,72.422,Space Grey,1,0.99,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#607383,Gris bleuté,mat transparent contrasté,acrylique à l’eau,18,gris bleu|uniforme|Xpress Color|une couche,Uniformes gris-bleu|Armures froides|Fourrures et tissus,https://acrylicosvallejo.com/en/category/hobby/xpress-color-en/,/manufacturer/vallejo-space-grey-72422.jpg,https://www.vallejo-farben.de/media/image/product/61553/md/space-grey-18-ml-xpress-color.jpg,Packshot Acrylicos Vallejo · copie locale · source de distribution : Vallejo-Farben.de,2026-08-30,"Appliquer sur une sous-couche blanche, grise ou claire. Couleur d’interface indicative.",vallejo|xpress-color|ref:72.422
vallejo-xpress-color-intense-viking-grey,VALLEJO,Vallejo,Acrylicos Vallejo,Acrylicos Vallejo,XPRESS COLOR INTENSE,Xpress Color Intense,one_coat_contrast,72.483,Viking Grey,1,0.99,confirme,,imports/photos/IMG_5311.jpeg,641b8a6d2d343f183064b457ec5812024a79e804e1cceb00f2012a13fac9f775,#46515A,Gris froid intense,mat transparent contrasté,acrylique à l’eau,18,gris|bleu froid|Xpress Color Intense|une couche,Armures gris froid|Uniformes|Ombres bleutées,https://acrylicosvallejo.com/wp-content/uploads/2025/10/Catalogo_2026-R02.pdf,/manufacturer/vallejo-viking-grey-72483.png,https://www.miniaturicum.de/media/image/product/46878/md/vallejo-xpress-color-viking-grey.png,Packshot Acrylicos Vallejo · copie locale · source de distribution : Miniaturicum,2026-08-30,"Xpress Color Intense, plus pigmentée que la gamme Xpress standard. Couleur d’interface indicative.",vallejo|xpress-color-intense|ref:72.483
cit-contrast-aggaros-dunes,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,,Aggaros Dunes,1,,confirme,,IMG_5310.jpeg,,#806b43,Ocre sable,transparent,acrylique,18,ocre|sable|cuir|contrast,Sable et terre|Cuir clair|Os vieilli et tissus ocres,https://www.warhammer.com/shop/Aggaros-Dunes-2019,/manufacturer/aggaros-dunes.jpg,,Packshot Citadel · copie locale · source de distribution : The Art Store,2026-08-30,,warhammer-colour|contrast|name:aggaros-dunes
cit-contrast-briar-queen-chill,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-56,Briar Queen Chill,1,,confirme,,IMG_5310.jpeg,,#74c4c9,Bleu spectral,transparent,acrylique,18,bleu clair|spectral|glace|contrast,Fantômes|Fumées et apparitions|Glace et blancs corrompus,https://www.warhammer.com/shop/contrast-briar-queen-chill-18ml-2022,/manufacturer/briar-queen-chill-clean.png,,Packshot Citadel · copie locale · visuel Games Workshop Trade via TC War Room,2026-08-30,,warhammer-colour|contrast|ref:29-56
cit-contrast-cygor-brown,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,,Cygor Brown,1,,confirme,,IMG_5310.jpeg,,#3a2322,Brun profond,transparent,acrylique,18,brun|cuir|ombre|contrast,Bois très sombre|Cuir profond|Ombres chaudes,https://www.warhammer.com/shop/Cygor-Brown-2019,/manufacturer/cygor-brown.png,,Packshot Citadel · copie locale · source de distribution : Wargames Emporium,2026-08-30,,warhammer-colour|contrast|name:cygor-brown
cit-contrast-darkoath-flesh,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-33,Darkoath Flesh,1,,confirme,,IMG_5310.jpeg,,#9a6b58,Chair hâlée,transparent,acrylique,18,chair|peau|contrast,Carnations hâlées|Cuir clair|Tissus terre cuite,https://www.warhammer.com/shop/Darkoath-Flesh-2019,/manufacturer/darkoath-flesh.jpg,,Packshot Citadel · copie locale · source de distribution : More Hobby Games,2026-08-30,,warhammer-colour|contrast|ref:29-33
cit-contrast-gore-grunta-fur,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,,Gore-Grunta Fur,1,,confirme,,IMG_5310.jpeg,,#6d3524,Brun roux,transparent,acrylique,18,brun rouge|fourrure|cuir|contrast,Fourrures|Cuir roux|Bois chaud,https://www.warhammer.com/shop/Gore-Grunta-Fur-2019,/manufacturer/gore-grunta-fur.jpg,,Packshot Citadel · copie locale · source de distribution : Hobby-Max,2026-08-30,,warhammer-colour|contrast|name:gore-grunta-fur
cit-contrast-guilliman-flesh,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-32,Guilliman Flesh,1,,confirme,,IMG_5310.jpeg,,#a76550,Chair chaude,transparent,acrylique,18,chair|peau|contrast,Carnations claires|Visages|Mains et détails de peau,https://www.warhammer.com/shop/Guilliman-Flesh-2019,/manufacturer/guilliman-flesh.png,,Packshot Citadel · copie locale · source de distribution : The Forge,2026-08-30,,warhammer-colour|contrast|ref:29-32
cit-contrast-imperial-fist,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-54,Imperial Fist,1,,confirme,,IMG_5310.jpeg,,#ffb300,Jaune vif,transparent,acrylique,18,jaune|vif|contrast,Armures jaune vif|Héraldiques|Aplats saturés sur sous-couche claire,https://www.warhammer.com/shop/contrast-imperial-fist-18ml-2022,/manufacturer/imperial-fist.jpg,,Packshot Citadel · copie locale · source de distribution : L’Atelier du Train,2026-08-30,,warhammer-colour|contrast|ref:29-54
cit-contrast-ironjawz-yellow,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-52,Ironjawz Yellow,1,,confirme,,IMG_5310.jpeg,,#d6a800,Jaune ocre,transparent,acrylique,18,jaune|ocre|contrast,Armures jaunes|Cuir ocre|Grandes surfaces texturées,https://www.warhammer.com/shop/contrast-ironjawz-yellow-18ml-2022,/manufacturer/ironjawz-yellow.png,,Packshot Citadel · copie locale · visuel Games Workshop Trade via Kick-Ass Mail Order,2026-08-30,,warhammer-colour|contrast|ref:29-52
cit-contrast-kroxigor-scales,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-55,Kroxigor Scales,1,,confirme,,IMG_5310.jpeg,,#0b7f91,Turquoise vif,transparent,acrylique,18,turquoise|bleu|contrast,Peaux et écailles|Gemmes et fumées|Vert-de-gris dilué,https://www.warhammer.com/shop/contrast-kroxigor-scales-18ml-2022,/manufacturer/kroxigor-scales.png,,Packshot Citadel · copie locale · source de distribution : Wargame Portal,2026-08-30,,warhammer-colour|contrast|ref:29-55
cit-contrast-leviadon-blue,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-17,Leviadon Blue,1,,confirme,,IMG_5310.jpeg,,#112c4f,Bleu sombre,transparent,acrylique,18,bleu|ombre|contrast,Armures bleu nuit|Tissus profonds|Ombres froides,https://www.warhammer.com/shop/Leviadon-Blue-2019,/manufacturer/leviadon-blue.jpg,,Packshot Citadel · copie locale · source de distribution : Ludifolie,2026-08-30,,warhammer-colour|contrast|ref:29-17
cit-contrast-nazdreg-yellow,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-21,Nazdreg Yellow,1,,confirme,,IMG_5310.jpeg,,#8b7c21,Jaune moutarde,transparent,acrylique,18,jaune|ocre|contrast,Jaunes ombrés|Os chaud|Métal doré patiné,https://www.warhammer.com/shop/Nazdreg-Yellow-2019,/manufacturer/nazdreg-yellow.png,,Packshot Citadel · copie locale · visuel Games Workshop Trade via The Guardtower,2026-08-30,,warhammer-colour|contrast|ref:29-21
cit-contrast-pylar-glacier,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-58,Pylar Glacier,1,,confirme,,IMG_5310.jpeg,,#45c5e9,Bleu glacier,transparent,acrylique,18,bleu clair|glace|contrast,Glace et givre|Lueurs sur métal|Effets énergétiques pâles,https://www.warhammer.com/shop/contrast-pylar-glacier-18ml-2022,/manufacturer/pylar-glacier.png,,Packshot Citadel · copie locale · visuel Games Workshop Trade via Herrick Games,2026-08-30,,warhammer-colour|contrast|ref:29-58
cit-contrast-talassar-blue,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-39,Talassar Blue,1,,confirme,,IMG_5310.jpeg,,#155cc4,Bleu vif,transparent,acrylique,18,bleu|vif|contrast,Armures bleues vives|Énergie|Tissus saturés,https://www.warhammer.com/shop/Talassar-Blue-2019,/manufacturer/talassar-blue.jpg,,Packshot Citadel · copie locale · source de distribution : Hobby-Max,2026-08-30,,warhammer-colour|contrast|ref:29-39
cit-contrast-terradon-turquoise,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,,Terradon Turquoise,1,,confirme,,IMG_5310.jpeg,,#0f6b70,Turquoise profond,transparent,acrylique,18,turquoise|bleu|contrast,Écailles|Eaux profondes|Effets magiques,https://www.warhammer.com/shop/Terradon-Turquoise-2019,/manufacturer/terradon-turquoise.jpg,,Packshot Citadel · copie locale · source de distribution : The Art Store,2026-08-30,,warhammer-colour|contrast|name:terradon-turquoise
cit-contrast-wyldwood,Citadel,Warhammer Colour,Citadel|Citadel Colour|Games Workshop,Games Workshop,Contrast,Contrast,one_coat_contrast,29-30,Wyldwood,1,,confirme,,IMG_5310.jpeg,,#2e241e,Brun très sombre,transparent,acrylique,18,brun|bois|ombre|contrast,Bois|Cuir sombre|Fourrures et ombres brunes,https://www.warhammer.com/shop/Wyldwood-2019,/manufacturer/wyldwood.jpg,,Packshot Citadel · copie locale · source de distribution : Pandemonium Books & Games,2026-08-30,,warhammer-colour|contrast|ref:29-30
